network,country_name,country_name
5.61.72.0/21,Asia,Iran
5.63.8.0/21,Asia,Iran
5.78.0.0/16,Asia,Iran
5.102.32.0/20,Asia,Iran
5.106.0.0/16,Asia,Iran
5.112.0.0/12,Asia,Iran
5.134.128.0/18,Asia,Iran
5.144.128.0/21,Asia,Iran
5.145.112.0/21,Asia,Iran
5.159.48.0/21,Asia,Iran
5.160.0.0/15,Asia,Iran
5.189.204.0/25,Asia,Iran
5.190.0.0/16,Asia,Iran
5.198.160.0/19,Asia,Iran
5.200.64.0/18,Asia,Iran
5.200.128.0/17,Asia,Iran
5.201.128.0/17,Asia,Iran
5.202.0.0/16,Asia,Iran
5.208.0.0/12,Asia,Iran
5.226.48.0/21,Asia,Iran
5.232.0.0/13,Asia,Iran
5.250.0.0/17,Asia,Iran
31.2.128.0/17,Asia,Iran
31.7.64.0/18,Asia,Iran
31.7.128.0/20,Asia,Iran
31.14.80.0/20,Asia,Iran
31.14.112.0/20,Asia,Iran
31.14.144.0/20,Asia,Iran
31.24.204.0/22,Asia,Iran
31.24.232.0/21,Asia,Iran
31.25.88.0/21,Asia,Iran
31.25.104.0/21,Asia,Iran
31.25.128.0/21,Asia,Iran
31.25.232.0/21,Asia,Iran
31.29.32.0/19,Asia,Iran
31.40.0.0/21,Asia,Iran
31.47.32.0/19,Asia,Iran
31.56.0.0/14,Asia,Iran
31.130.176.0/20,Asia,Iran
31.170.48.0/20,Asia,Iran
31.171.216.0/21,Asia,Iran
31.184.128.0/18,Asia,Iran
31.193.112.0/21,Asia,Iran
31.193.144.0/20,Asia,Iran
31.217.208.0/21,Asia,Iran
37.9.248.0/21,Asia,Iran
37.19.80.0/20,Asia,Iran
37.27.0.0/16,Asia,Iran
37.32.0.0/19,Asia,Iran
37.32.32.0/20,Asia,Iran
37.32.112.0/20,Asia,Iran
37.44.56.0/21,Asia,Iran
37.49.144.0/21,Asia,Iran
37.63.128.0/17,Asia,Iran
37.75.240.0/21,Asia,Iran
37.98.0.0/17,Asia,Iran
37.98.200.0/21,Asia,Iran
37.114.192.0/18,Asia,Iran
37.123.192.0/21,Asia,Iran
37.128.240.0/20,Asia,Iran
37.129.0.0/16,Asia,Iran
37.130.200.0/21,Asia,Iran
37.137.0.0/16,Asia,Iran
37.143.144.0/21,Asia,Iran
37.152.160.0/19,Asia,Iran
37.153.176.0/20,Asia,Iran
37.156.16.0/20,Asia,Iran
37.156.48.0/20,Asia,Iran
37.156.112.0/20,Asia,Iran
37.156.128.0/20,Asia,Iran
37.156.152.0/21,Asia,Iran
37.156.160.0/21,Asia,Iran
37.191.64.0/19,Asia,Iran
37.221.0.0/18,Asia,Iran
37.235.16.0/20,Asia,Iran
37.254.0.0/15,Asia,Iran
46.18.248.0/21,Asia,Iran
46.21.80.0/20,Asia,Iran
46.28.72.0/21,Asia,Iran
46.32.0.0/19,Asia,Iran
46.34.96.0/19,Asia,Iran
46.34.160.0/19,Asia,Iran
46.36.96.0/19,Asia,Iran
46.38.128.0/19,Asia,Iran
46.41.192.0/18,Asia,Iran
46.62.128.0/17,Asia,Iran
46.100.0.0/16,Asia,Iran
46.102.120.0/21,Asia,Iran
46.102.128.0/20,Asia,Iran
46.143.0.0/16,Asia,Iran
46.148.32.0/20,Asia,Iran
46.164.64.0/18,Asia,Iran
46.209.0.0/16,Asia,Iran
46.224.0.0/15,Asia,Iran
46.245.0.0/17,Asia,Iran
46.248.32.0/19,Asia,Iran
46.249.96.0/24,Asia,Iran
46.249.98.0/23,Asia,Iran
46.249.100.0/22,Asia,Iran
46.249.104.0/21,Asia,Iran
46.249.112.0/20,Asia,Iran
46.251.160.0/19,Asia,Iran
46.255.216.0/21,Asia,Iran
62.60.128.0/17,Asia,Iran
62.102.128.0/20,Asia,Iran
62.193.0.0/19,Asia,Iran
62.220.96.0/19,Asia,Iran
63.243.185.0/24,Asia,Iran
68.169.76.32/27,Asia,Iran
77.36.128.0/17,Asia,Iran
77.77.64.0/18,Asia,Iran
77.81.76.0/24,Asia,Iran
77.81.77.16/28,Asia,Iran
77.81.77.32/27,Asia,Iran
77.81.77.64/26,Asia,Iran
77.81.77.128/25,Asia,Iran
77.81.78.0/23,Asia,Iran
77.81.80.0/22,Asia,Iran
77.81.192.0/19,Asia,Iran
77.104.64.0/18,Asia,Iran
77.237.64.0/19,Asia,Iran
77.237.160.0/19,Asia,Iran
77.245.224.0/20,Asia,Iran
78.38.0.0/15,Asia,Iran
78.109.192.0/20,Asia,Iran
78.110.112.0/20,Asia,Iran
78.111.0.0/20,Asia,Iran
78.154.32.0/19,Asia,Iran
78.157.32.0/19,Asia,Iran
78.158.160.0/19,Asia,Iran
79.127.0.0/17,Asia,Iran
79.132.192.0/19,Asia,Iran
79.174.160.0/21,Asia,Iran
79.175.128.0/18,Asia,Iran
80.66.176.0/20,Asia,Iran
80.69.240.0/20,Asia,Iran
80.71.112.0/20,Asia,Iran
80.75.0.0/20,Asia,Iran
80.191.0.0/16,Asia,Iran
80.242.0.0/20,Asia,Iran
80.250.192.0/20,Asia,Iran
80.253.128.0/19,Asia,Iran
81.12.0.0/17,Asia,Iran
81.28.32.0/19,Asia,Iran
81.29.240.0/20,Asia,Iran
81.31.160.0/19,Asia,Iran
81.31.224.0/19,Asia,Iran
81.90.144.0/20,Asia,Iran
81.91.128.0/19,Asia,Iran
81.163.0.0/21,Asia,Iran
82.99.192.0/18,Asia,Iran
82.115.0.0/21,Asia,Iran
82.115.8.0/22,Asia,Iran
82.115.12.0/23,Asia,Iran
82.115.14.0/24,Asia,Iran
82.115.16.0/22,Asia,Iran
82.115.20.0/23,Asia,Iran
82.115.23.9/32,Asia,Iran
82.115.29.0/24,Asia,Iran
82.115.30.0/23,Asia,Iran
83.147.192.0/21,Asia,Iran
83.147.200.0/22,Asia,Iran
83.147.208.0/20,Asia,Iran
83.147.224.0/19,Asia,Iran
84.39.176.0/21,Asia,Iran
84.47.208.0/20,Asia,Iran
84.47.224.0/20,Asia,Iran
84.47.248.0/21,Asia,Iran
84.241.0.0/18,Asia,Iran
85.9.64.0/18,Asia,Iran
85.15.0.0/18,Asia,Iran
85.133.128.0/17,Asia,Iran
85.185.0.0/16,Asia,Iran
85.198.0.0/18,Asia,Iran
85.204.30.0/23,Asia,Iran
85.204.76.0/23,Asia,Iran
85.204.80.0/20,Asia,Iran
85.204.104.0/23,Asia,Iran
85.204.208.0/20,Asia,Iran
85.239.192.0/19,Asia,Iran
86.55.0.0/16,Asia,Iran
86.57.0.0/17,Asia,Iran
86.104.32.0/20,Asia,Iran
86.104.80.0/20,Asia,Iran
86.104.96.0/20,Asia,Iran
86.104.232.0/21,Asia,Iran
86.104.240.0/21,Asia,Iran
86.105.128.0/20,Asia,Iran
86.107.0.0/20,Asia,Iran
86.107.80.0/20,Asia,Iran
86.107.144.0/20,Asia,Iran
86.107.208.0/20,Asia,Iran
86.109.32.0/20,Asia,Iran
86.109.48.0/21,Asia,Iran
86.109.56.0/22,Asia,Iran
86.109.60.0/23,Asia,Iran
86.109.62.0/24,Asia,Iran
87.107.0.0/16,Asia,Iran
87.247.160.0/19,Asia,Iran
87.248.128.0/19,Asia,Iran
88.135.32.0/20,Asia,Iran
89.32.0.0/19,Asia,Iran
89.32.96.0/20,Asia,Iran
89.32.196.0/23,Asia,Iran
89.33.18.0/23,Asia,Iran
89.33.128.0/23,Asia,Iran
89.33.204.0/23,Asia,Iran
89.33.234.0/23,Asia,Iran
89.33.240.0/23,Asia,Iran
89.34.20.0/23,Asia,Iran
89.34.32.0/19,Asia,Iran
89.34.88.0/23,Asia,Iran
89.34.94.0/23,Asia,Iran
89.34.128.0/19,Asia,Iran
89.34.168.0/23,Asia,Iran
89.34.176.0/23,Asia,Iran
89.34.200.0/23,Asia,Iran
89.35.58.0/23,Asia,Iran
89.35.132.0/23,Asia,Iran
89.35.156.0/23,Asia,Iran
89.35.176.0/23,Asia,Iran
89.35.194.0/23,Asia,Iran
89.36.16.0/23,Asia,Iran
89.36.48.0/20,Asia,Iran
89.36.96.0/20,Asia,Iran
89.36.176.0/20,Asia,Iran
89.36.194.0/23,Asia,Iran
89.36.226.0/23,Asia,Iran
89.36.252.0/23,Asia,Iran
89.37.0.0/20,Asia,Iran
89.37.30.0/23,Asia,Iran
89.37.42.0/23,Asia,Iran
89.37.102.0/23,Asia,Iran
89.37.198.0/23,Asia,Iran
89.37.218.0/23,Asia,Iran
89.37.240.0/20,Asia,Iran
89.38.24.0/23,Asia,Iran
89.38.80.0/20,Asia,Iran
89.38.102.0/23,Asia,Iran
89.38.242.0/23,Asia,Iran
89.39.186.0/23,Asia,Iran
89.40.38.0/23,Asia,Iran
89.40.78.0/23,Asia,Iran
89.40.90.0/23,Asia,Iran
89.40.106.0/23,Asia,Iran
89.40.110.0/23,Asia,Iran
89.40.128.0/23,Asia,Iran
89.40.240.0/20,Asia,Iran
89.41.8.0/21,Asia,Iran
89.41.16.0/21,Asia,Iran
89.41.32.0/23,Asia,Iran
89.41.58.0/23,Asia,Iran
89.41.192.0/19,Asia,Iran
89.41.224.0/20,Asia,Iran
89.41.240.0/21,Asia,Iran
89.42.32.0/23,Asia,Iran
89.42.56.0/23,Asia,Iran
89.42.68.0/23,Asia,Iran
89.42.150.0/23,Asia,Iran
89.42.228.0/23,Asia,Iran
89.43.0.0/20,Asia,Iran
89.43.36.0/23,Asia,Iran
89.43.70.0/23,Asia,Iran
89.43.88.0/21,Asia,Iran
89.43.96.0/21,Asia,Iran
89.43.182.0/23,Asia,Iran
89.43.188.0/23,Asia,Iran
89.43.204.0/23,Asia,Iran
89.43.216.0/21,Asia,Iran
89.43.224.0/21,Asia,Iran
89.44.112.0/23,Asia,Iran
89.44.118.0/23,Asia,Iran
89.44.146.0/23,Asia,Iran
89.44.190.0/23,Asia,Iran
89.44.202.0/23,Asia,Iran
89.45.48.0/20,Asia,Iran
89.45.68.0/23,Asia,Iran
89.45.80.0/23,Asia,Iran
89.45.112.0/21,Asia,Iran
89.45.126.0/23,Asia,Iran
89.45.230.0/23,Asia,Iran
89.46.44.0/23,Asia,Iran
89.46.60.0/23,Asia,Iran
89.46.94.0/23,Asia,Iran
89.47.64.0/20,Asia,Iran
89.47.128.0/19,Asia,Iran
89.104.80.0/20,Asia,Iran
89.144.128.0/18,Asia,Iran
89.165.0.0/17,Asia,Iran
89.184.192.0/19,Asia,Iran
89.196.0.0/16,Asia,Iran
89.198.0.0/15,Asia,Iran
89.219.64.0/18,Asia,Iran
89.219.192.0/18,Asia,Iran
89.221.80.0/20,Asia,Iran
89.235.64.0/18,Asia,Iran
91.98.0.0/15,Asia,Iran
91.106.64.0/19,Asia,Iran
91.108.128.0/19,Asia,Iran
91.133.128.0/17,Asia,Iran
91.184.64.0/19,Asia,Iran
91.186.192.0/19,Asia,Iran
91.206.122.0/23,Asia,Iran
91.207.138.0/23,Asia,Iran
91.208.165.0/24,Asia,Iran
91.209.242.0/24,Asia,Iran
91.212.16.0/24,Asia,Iran
91.212.252.0/24,Asia,Iran
91.216.4.0/24,Asia,Iran
91.217.64.0/23,Asia,Iran
91.220.79.0/24,Asia,Iran
91.222.196.0/22,Asia,Iran
91.224.110.0/23,Asia,Iran
91.224.176.0/23,Asia,Iran
91.225.52.0/22,Asia,Iran
91.226.224.0/23,Asia,Iran
91.228.189.0/24,Asia,Iran
91.229.214.0/23,Asia,Iran
91.230.32.0/24,Asia,Iran
91.232.64.0/22,Asia,Iran
91.232.68.0/23,Asia,Iran
91.232.72.0/22,Asia,Iran
91.233.56.0/22,Asia,Iran
91.236.168.0/23,Asia,Iran
91.237.254.0/23,Asia,Iran
91.238.0.0/24,Asia,Iran
91.239.14.0/24,Asia,Iran
91.239.54.0/23,Asia,Iran
91.239.108.0/22,Asia,Iran
91.239.214.0/24,Asia,Iran
91.240.60.0/22,Asia,Iran
91.240.180.0/22,Asia,Iran
91.241.20.0/23,Asia,Iran
91.241.92.0/24,Asia,Iran
91.242.44.0/23,Asia,Iran
91.243.126.0/23,Asia,Iran
91.243.160.0/20,Asia,Iran
91.247.66.0/23,Asia,Iran
91.251.0.0/16,Asia,Iran
92.42.48.0/21,Asia,Iran
92.50.0.0/18,Asia,Iran
92.61.176.0/20,Asia,Iran
92.62.176.0/20,Asia,Iran
92.114.16.0/20,Asia,Iran
92.242.192.0/19,Asia,Iran
93.110.0.0/16,Asia,Iran
93.113.224.0/20,Asia,Iran
93.114.16.0/20,Asia,Iran
93.117.0.0/19,Asia,Iran
93.117.32.0/20,Asia,Iran
93.117.96.0/19,Asia,Iran
93.117.176.0/20,Asia,Iran
93.118.96.0/19,Asia,Iran
93.118.128.0/19,Asia,Iran
93.118.160.0/20,Asia,Iran
93.119.32.0/19,Asia,Iran
